Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,Year,Month,Day,WeekOfYear
726,4,2014-01-09,12433,1196,1,1,0,0,0,2,40540.0,2.0,2002.0,0,0.0,0.0,None,2014,1,9,2
729,4,2014-01-09,9238,948,1,1,0,0,2,2,8980.0,6.0,2011.0,0,0.0,0.0,None,2014,1,9,2
709,4,2014-01-09,11762,1496,1,1,0,0,0,0,500.0,12.0,2010.0,0,0.0,0.0,None,2014,1,9,2
733,4,2014-01-09,13603,3096,1,1,0,0,1,1,860.0,10.0,1999.0,0,0.0,0.0,None,2014,1,9,2
738,4,2014-01-09,8078,700,1,1,0,0,3,2,5980.0,10.0,2005.0,0,0.0,0.0,None,2014,1,9,2
753,4,2014-01-09,9066,803,1,1,0,0,3,2,540.0,11.0,2012.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec",2014,1,9,2
755,4,2014-01-09,9994,921,1,1,0,0,3,2,13130.0,12.0,2003.0,0,0.0,0.0,None,2014,1,9,2
756,4,2014-01-09,13951,1885,1,1,0,0,0,2,50.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2014,1,9,2
731,4,2014-01-09,8453,884,1,1,0,0,0,0,15270.0,0.0,0.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2014,1,9,2
390,5,2014-01-10,12995,1186,1,1,0,0,0,2,1600.0,4.0,2009.0,0,0.0,0.0,None,2014,1,10,2
394,5,2014-01-10,8813,697,1,1,0,1,3,0,10850.0,0.0,0.0,0,0.0,0.0,None,2014,1,10,2
396,5,2014-01-10,11010,1209,1,1,0,0,0,2,23130.0,0.0,0.0,0,0.0,0.0,None,2014,1,10,2
400,5,2014-01-10,8961,1252,1,1,0,0,0,0,70.0,11.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2014,1,10,2
416,5,2014-01-10,10412,1302,1,1,0,0,0,2,4650.0,6.0,2014.0,0,0.0,0.0,None,2014,1,10,2
421,5,2014-01-10,8940,1011,1,1,0,0,2,2,3530.0,6.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec",2014,1,10,2
423,5,2014-01-10,10410,1718,1,1,0,0,1,0,1270.0,5.0,2014.0,0,0.0,0.0,None,2014,1,10,2
431,5,2014-01-10,10469,1130,1,1,0,0,3,2,4520.0,0.0,0.0,0,0.0,0.0,None,2014,1,10,2
389,5,2014-01-10,10700,1342,1,1,0,0,0,2,6690.0,8.0,2011.0,0,0.0,0.0,None,2014,1,10,2
411,5,2014-01-10,9454,732,1,1,0,1,3,2,8460.0,0.0,0.0,0,0.0,0.0,None,2014,1,10,2
388,5,2014-01-10,10542,1155,1,1,0,0,0,0,2260.0,0.0,0.0,0,0.0,0.0,None,2014,1,10,2
375,5,2014-01-10,12300,1042,1,1,0,0,0,2,15710.0,2.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2014,1,10,2
384,5,2014-01-10,9059,1058,1,1,0,0,0,2,130.0,0.0,0.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2014,1,10,2
383,5,2014-01-10,18175,2225,1,1,0,1,0,2,350.0,0.0,0.0,0,0.0,0.0,None,2014,1,10,2
381,5,2014-01-10,11187,1134,1,1,0,0,0,0,1800.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2014,1,10,2
380,5,2014-01-10,14321,1453,1,1,0,0,0,0,2240.0,5.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2014,1,10,2
376,5,2014-01-10,9467,1092,1,1,0,0,0,0,160.0,8.0,2012.0,0,0.0,0.0,None,2014,1,10,2
372,5,2014-01-10,8942,818,1,1,0,0,3,2,4880.0,8.0,2010.0,1,18.0,2014.0,"Jan,Apr,Jul,Oct",2014,1,10,2
368,5,2014-01-10,11398,791,1,1,0,0,3,2,1450.0,4.0,2005.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2014,1,10,2
362,5,2014-01-10,8837,1155,1,1,0,1,2,2,340.0,0.0,0.0,0,0.0,0.0,None,2014,1,10,2
358,5,2014-01-10,10798,1205,1,1,0,0,0,0,2890.0,10.0,2003.0,0,0.0,0.0,None,2014,1,10,2
355,5,2014-01-10,9740,1148,1,1,0,0,0,2,9720.0,8.0,2013.0,0,0.0,0.0,None,2014,1,10,2
354,5,2014-01-10,9817,809,1,1,0,0,3,2,1500.0,10.0,2005.0,0,0.0,0.0,None,2014,1,10,2
387,5,2014-01-10,9731,1266,1,1,0,0,2,0,210.0,0.0,0.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",2014,1,10,2
432,5,2014-01-10,11099,1512,1,1,0,0,0,0,810.0,5.0,2013.0,0,0.0,0.0,None,2014,1,10,2
533,5,2014-01-10,12064,1095,1,1,0,0,0,2,5950.0,0.0,0.0,0,0.0,0.0,None,2014,1,10,2
445,5,2014-01-10,8022,1257,1,1,0,0,0,0,240.0,0.0,0.0,0,0.0,0.0,None,2014,1,10,2
344,5,2014-01-10,8972,1170,1,1,0,0,0,2,300.0,4.0,2011.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2014,1,10,2
532,5,2014-01-10,11033,1388,1,1,0,0,0,2,1070.0,8.0,2010.0,0,0.0,0.0,None,2014,1,10,2
528,5,2014-01-10,12606,1143,1,1,0,0,0,2,20620.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2014,1,10,2
527,5,2014-01-10,11721,1057,1,1,0,0,3,2,5830.0,4.0,2008.0,0,0.0,0.0,None,2014,1,10,2
526,5,2014-01-10,11347,1565,1,1,0,0,0,0,120.0,0.0,0.0,1,48.0,2011.0,"Mar,Jun,Sept,Dec",2014,1,10,2
525,5,2014-01-10,10020,909,1,1,0,0,3,2,1870.0,9.0,2013.0,0,0.0,0.0,None,2014,1,10,2
524,5,2014-01-10,8938,941,1,1,0,0,0,2,40860.0,9.0,2013.0,0,0.0,0.0,None,2014,1,10,2
523,5,2014-01-10,13105,1592,1,1,0,0,2,2,50.0,11.0,2013.0,0,0.0,0.0,None,2014,1,10,2
515,5,2014-01-10,10504,844,1,1,0,0,3,2,11260.0,0.0,0.0,1,9.0,2011.0,"Feb,May,Aug,Nov",2014,1,10,2
513,5,2014-01-10,17845,2121,1,1,0,0,0,0,400.0,8.0,2013.0,0,0.0,0.0,None,2014,1,10,2
507,5,2014-01-10,9595,759,1,1,0,0,0,2,9070.0,4.0,2011.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2014,1,10,2
502,5,2014-01-10,11907,1606,1,1,0,1,0,0,220.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2014,1,10,2
497,5,2014-01-10,10369,1337,1,1,0,1,0,2,1610.0,0.0,0.0,0,0.0,0.0,None,2014,1,10,2
494,5,2014-01-10,8190,1172,1,1,0,0,1,0,1260.0,6.0,2011.0,0,0.0,0.0,None,2014,1,10,2
482,5,2014-01-10,9005,996,1,1,0,0,2,0,2550.0,10.0,2005.0,0,0.0,0.0,None,2014,1,10,2
479,5,2014-01-10,12851,1411,1,1,0,0,0,0,320.0,12.0,2005.0,1,9.0,2011.0,"Feb,May,Aug,Nov",2014,1,10,2
470,5,2014-01-10,12264,1686,1,1,0,0,0,2,50.0,0.0,0.0,0,0.0,0.0,None,2014,1,10,2
469,5,2014-01-10,11980,1606,1,1,0,0,2,2,710.0,9.0,2005.0,0,0.0,0.0,None,2014,1,10,2
467,5,2014-01-10,12746,1519,1,1,0,0,0,2,20390.0,4.0,2008.0,0,0.0,0.0,None,2014,1,10,2
464,5,2014-01-10,9933,1203,1,1,0,0,2,0,520.0,3.0,2009.0,0,0.0,0.0,None,2014,1,10,2
459,5,2014-01-10,8704,1137,1,1,0,0,0,0,250.0,9.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2014,1,10,2
453,5,2014-01-10,6501,737,1,1,0,0,0,2,75860.0,0.0,0.0,0,0.0,0.0,None,2014,1,10,2
450,5,2014-01-10,8951,1034,1,1,0,0,2,0,5780.0,11.0,1994.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2014,1,10,2
449,5,2014-01-10,11683,1525,1,1,0,1,0,2,120.0,12.0,2014.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2014,1,10,2
448,5,2014-01-10,10285,946,1,1,0,0,0,2,3970.0,9.0,2009.0,0,0.0,0.0,None,2014,1,10,2
444,5,2014-01-10,12681,1447,1,1,0,0,2,0,1700.0,11.0,2009.0,0,0.0,0.0,None,2014,1,10,2
342,5,2014-01-10,11452,888,1,1,0,0,3,2,15770.0,0.0,0.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2014,1,10,2
189,5,2014-01-10,10216,973,1,1,0,0,3,0,5760.0,7.0,2014.0,0,0.0,0.0,None,2014,1,10,2
335,5,2014-01-10,17028,2971,1,1,0,0,1,0,90.0,0.0,0.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2014,1,10,2
154,5,2014-01-10,8823,770,1,1,0,1,3,2,16420.0,0.0,0.0,0,0.0,0.0,None,2014,1,10,2
150,5,2014-01-10,8961,896,1,1,0,0,2,2,31830.0,3.0,2010.0,0,0.0,0.0,None,2014,1,10,2
148,5,2014-01-10,8741,818,1,1,0,0,0,0,2090.0,12.0,2008.0,0,0.0,0.0,None,2014,1,10,2
125,5,2014-01-10,11840,1538,1,1,0,0,0,0,760.0,12.0,2005.0,0,0.0,0.0,None,2014,1,10,2
108,5,2014-01-10,12115,973,1,1,0,0,3,2,2190.0,9.0,2003.0,0,0.0,0.0,None,2014,1,10,2
106,5,2014-01-10,8744,898,1,1,0,0,0,0,1390.0,8.0,2013.0,0,0.0,0.0,None,2014,1,10,2
104,5,2014-01-10,9888,1317,1,1,0,0,0,0,390.0,6.0,2009.0,0,0.0,0.0,None,2014,1,10,2
90,5,2014-01-10,8762,1121,1,1,0,0,0,0,330.0,11.0,2007.0,0,0.0,0.0,None,2014,1,10,2
85,5,2014-01-10,7242,985,1,1,0,0,1,0,1870.0,10.0,2011.0,0,0.0,0.0,None,2014,1,10,2
84,5,2014-01-10,14172,1551,1,1,0,0,0,2,11810.0,8.0,2014.0,0,0.0,0.0,None,2014,1,10,2
82,5,2014-01-10,10477,996,1,1,0,0,0,0,22390.0,4.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2014,1,10,2
157,5,2014-01-10,11170,1128,1,1,0,0,0,2,2950.0,10.0,2004.0,0,0.0,0.0,None,2014,1,10,2
71,5,2014-01-10,11668,888,1,1,0,0,0,0,17500.0,8.0,2008.0,1,37.0,2009.0,"Mar,Jun,Sept,Dec",2014,1,10,2
64,5,2014-01-10,12356,914,1,1,0,0,3,2,22560.0,0.0,0.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct",2014,1,10,2
57,5,2014-01-10,13121,1241,1,1,0,0,3,2,420.0,6.0,2014.0,0,0.0,0.0,None,2014,1,10,2
42,5,2014-01-10,11569,1164,1,1,0,0,0,2,290.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2014,1,10,2
35,5,2014-01-10,11153,829,1,1,0,0,3,2,7660.0,10.0,2000.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",2014,1,10,2
33,5,2014-01-10,8469,856,1,1,0,0,0,2,1320.0,5.0,2013.0,0,0.0,0.0,None,2014,1,10,2
27,5,2014-01-10,11040,1217,1,1,0,0,0,0,60.0,1.0,2005.0,1,5.0,2011.0,"Jan,Apr,Jul,Oct",2014,1,10,2
25,5,2014-01-10,7742,992,1,1,0,0,2,0,430.0,4.0,2003.0,0,0.0,0.0,None,2014,1,10,2
24,5,2014-01-10,10844,958,1,1,0,0,0,2,4590.0,3.0,2000.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2014,1,10,2
7,5,2014-01-10,8530,897,1,1,0,0,0,2,24000.0,4.0,2013.0,0,0.0,0.0,None,2014,1,10,2
4,5,2014-01-10,9154,1356,1,1,0,0,2,2,620.0,9.0,2009.0,0,0.0,0.0,None,2014,1,10,2
539,5,2014-01-10,12597,1279,1,1,0,0,0,0,770.0,5.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2014,1,10,2
69,5,2014-01-10,9687,1209,1,1,0,1,2,2,1130.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2014,1,10,2
167,5,2014-01-10,10093,1160,1,1,0,0,0,0,140.0,4.0,2008.0,0,0.0,0.0,None,2014,1,10,2
171,5,2014-01-10,9628,998,1,1,0,0,0,0,2640.0,0.0,0.0,0,0.0,0.0,None,2014,1,10,2
178,5,2014-01-10,11700,1055,1,1,0,0,3,0,1710.0,0.0,0.0,0,0.0,0.0,None,2014,1,10,2
333,5,2014-01-10,10479,1254,1,1,0,0,0,2,3720.0,2.0,2010.0,0,0.0,0.0,None,2014,1,10,2
320,5,2014-01-10,14342,1995,1,1,0,0,0,2,210.0,9.0,2012.0,0,0.0,0.0,None,2014,1,10,2
316,5,2014-01-10,10991,989,1,1,0,0,3,0,9000.0,8.0,2001.0,0,0.0,0.0,None,2014,1,10,2
310,5,2014-01-10,11046,946,1,1,0,0,0,2,2290.0,0.0,0.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2014,1,10,2
308,5,2014-01-10,10514,1016,1,1,0,0,0,0,1070.0,12.0,2006.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2014,1,10,2
270,5,2014-01-10,8868,1181,1,1,0,0,0,0,1450.0,7.0,2014.0,0,0.0,0.0,None,2014,1,10,2
269,5,2014-01-10,10797,1406,1,1,0,0,0,2,60.0,6.0,2015.0,0,0.0,0.0,None,2014,1,10,2
267,5,2014-01-10,9411,1080,1,1,0,0,2,0,2460.0,1.0,2012.0,0,0.0,0.0,None,2014,1,10,2
262,5,2014-01-10,21171,3294,1,1,0,0,1,0,1180.0,5.0,2013.0,0,0.0,0.0,None,2014,1,10,2
261,5,2014-01-10,15199,1161,1,1,0,0,3,2,15340.0,4.0,2015.0,1,39.0,2009.0,"Jan,Apr,Jul,Oct",2014,1,10,2
259,5,2014-01-10,12890,2282,1,1,0,1,1,1,210.0,0.0,0.0,0,0.0,0.0,None,2014,1,10,2
256,5,2014-01-10,10929,1413,1,1,0,0,0,2,80.0,9.0,2005.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2014,1,10,2
252,5,2014-01-10,11260,884,1,1,0,0,3,2,22330.0,0.0,0.0,1,5.0,2010.0,"Feb,May,Aug,Nov",2014,1,10,2
251,5,2014-01-10,19048,2415,1,1,0,0,0,2,340.0,0.0,0.0,0,0.0,0.0,None,2014,1,10,2
250,5,2014-01-10,8977,673,1,1,0,1,3,0,3520.0,0.0,0.0,1,18.0,2012.0,"Feb,May,Aug,Nov",2014,1,10,2
248,5,2014-01-10,8597,1152,1,1,0,0,0,2,340.0,9.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",2014,1,10,2
247,5,2014-01-10,9420,780,1,1,0,1,3,2,70.0,11.0,2010.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2014,1,10,2
245,5,2014-01-10,9059,1045,1,1,0,1,0,2,1310.0,0.0,0.0,0,0.0,0.0,None,2014,1,10,2
234,5,2014-01-10,11372,1095,1,1,0,0,3,0,4370.0,0.0,0.0,0,0.0,0.0,None,2014,1,10,2
233,5,2014-01-10,9508,1064,1,1,0,1,0,0,1890.0,0.0,0.0,0,0.0,0.0,None,2014,1,10,2
229,5,2014-01-10,9277,837,1,1,0,0,3,2,17410.0,4.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2014,1,10,2
214,5,2014-01-10,10564,791,1,1,0,0,3,0,8650.0,7.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2014,1,10,2
211,5,2014-01-10,13342,1568,1,1,0,0,0,2,350.0,11.0,2006.0,0,0.0,0.0,None,2014,1,10,2
207,5,2014-01-10,12310,1443,1,1,0,0,0,0,6870.0,0.0,0.0,0,0.0,0.0,None,2014,1,10,2
195,5,2014-01-10,11262,1348,1,1,0,0,0,2,220.0,0.0,0.0,0,0.0,0.0,None,2014,1,10,2
336,5,2014-01-10,14247,2004,1,1,0,1,0,0,190.0,7.0,2014.0,0,0.0,0.0,None,2014,1,10,2
544,5,2014-01-10,13844,1799,1,1,0,0,0,0,250.0,12.0,2001.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2014,1,10,2
545,5,2014-01-10,11313,1113,1,1,0,0,0,2,5020.0,5.0,2006.0,1,18.0,2014.0,"Feb,May,Aug,Nov",2014,1,10,2
546,5,2014-01-10,13012,1517,1,1,0,0,0,0,580.0,1.0,2005.0,0,0.0,0.0,None,2014,1,10,2
983,5,2014-01-10,10853,1418,1,1,0,0,0,0,40.0,3.0,2014.0,1,1.0,2014.0,"Jan,Apr,Jul,Oct",2014,1,10,2
974,5,2014-01-10,12191,1723,1,1,0,0,0,0,150.0,3.0,2011.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2014,1,10,2
967,5,2014-01-10,8813,957,1,1,0,0,0,2,3560.0,9.0,2013.0,1,36.0,2013.0,"Jan,Apr,Jul,Oct",2014,1,10,2
965,5,2014-01-10,7672,864,1,1,0,1,0,2,110.0,0.0,0.0,0,0.0,0.0,None,2014,1,10,2
964,5,2014-01-10,10779,1513,1,1,0,0,0,0,270.0,0.0,0.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2014,1,10,2
963,5,2014-01-10,10627,1000,1,1,0,0,0,2,23620.0,11.0,2013.0,0,0.0,0.0,None,2014,1,10,2
938,5,2014-01-10,10171,1053,1,1,0,0,0,0,2820.0,9.0,2009.0,0,0.0,0.0,None,2014,1,10,2
921,5,2014-01-10,9916,1186,1,1,0,0,0,0,840.0,9.0,2006.0,0,0.0,0.0,None,2014,1,10,2
914,5,2014-01-10,9795,1172,1,1,0,0,2,2,2640.0,4.0,2011.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",2014,1,10,2
913,5,2014-01-10,9550,1262,1,1,0,0,0,0,280.0,0.0,0.0,0,0.0,0.0,None,2014,1,10,2
911,5,2014-01-10,10587,962,1,1,0,0,0,2,16490.0,0.0,0.0,0,0.0,0.0,None,2014,1,10,2
985,5,2014-01-10,11327,859,1,1,0,0,2,2,490.0,5.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2014,1,10,2
909,5,2014-01-10,13096,1168,1,1,0,0,0,2,1680.0,0.0,0.0,1,45.0,2009.0,"Feb,May,Aug,Nov",2014,1,10,2
905,5,2014-01-10,10815,1536,1,1,0,0,0,0,90.0,6.0,2014.0,0,0.0,0.0,None,2014,1,10,2
903,5,2014-01-10,14538,981,1,1,0,0,3,2,7290.0,9.0,2014.0,0,0.0,0.0,None,2014,1,10,2
895,5,2014-01-10,10622,952,1,1,0,0,0,2,4150.0,0.0,0.0,0,0.0,0.0,None,2014,1,10,2
894,5,2014-01-10,10357,1260,1,1,0,0,0,0,190.0,11.0,2012.0,0,0.0,0.0,None,2014,1,10,2
878,5,2014-01-10,11081,1005,1,1,0,0,3,2,1100.0,12.0,2014.0,0,0.0,0.0,None,2014,1,10,2
876,5,2014-01-10,9998,1130,1,1,0,0,0,0,21790.0,4.0,2005.0,1,18.0,2015.0,"Feb,May,Aug,Nov",2014,1,10,2
872,5,2014-01-10,9976,951,1,1,0,0,0,2,3860.0,9.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec",2014,1,10,2
868,5,2014-01-10,9439,663,1,1,0,1,3,2,1360.0,8.0,2005.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2014,1,10,2
863,5,2014-01-10,9905,1140,1,1,0,0,0,2,21370.0,11.0,2010.0,0,0.0,0.0,None,2014,1,10,2
862,5,2014-01-10,10150,1210,1,1,0,0,0,2,2840.0,3.0,2010.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2014,1,10,2
853,5,2014-01-10,9198,1034,1,1,0,0,0,0,14040.0,0.0,0.0,0,0.0,0.0,None,2014,1,10,2
906,5,2014-01-10,11037,1327,1,1,0,1,0,0,90.0,7.0,2010.0,0,0.0,0.0,None,2014,1,10,2
846,5,2014-01-10,11718,1082,1,1,0,0,0,2,8860.0,4.0,2004.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2014,1,10,2
995,5,2014-01-10,10302,945,1,1,0,0,3,0,6560.0,12.0,2013.0,0,0.0,0.0,None,2014,1,10,2
1010,5,2014-01-10,10321,947,1,1,0,0,3,2,4610.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov",2014,1,10,2
1112,5,2014-01-10,12058,926,1,1,0,0,2,2,1880.0,4.0,2006.0,0,0.0,0.0,None,2014,1,10,2
1101,5,2014-01-10,10653,1071,1,1,0,0,3,2,4060.0,9.0,2012.0,0,0.0,0.0,None,2014,1,10,2
1099,5,2014-01-10,7892,893,1,1,0,0,0,2,200.0,4.0,2013.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct",2014,1,10,2
1097,5,2014-01-10,9927,2566,1,1,0,0,1,1,720.0,3.0,2002.0,0,0.0,0.0,None,2014,1,10,2
1092,5,2014-01-10,12580,1259,1,1,0,0,0,0,300.0,7.0,2000.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2014,1,10,2
1089,5,2014-01-10,10779,1098,1,1,0,0,3,0,5220.0,5.0,2009.0,0,0.0,0.0,None,2014,1,10,2
1079,5,2014-01-10,9656,796,1,1,0,1,0,0,16680.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2014,1,10,2
1075,5,2014-01-10,10810,1032,1,1,0,0,0,2,1410.0,10.0,2013.0,0,0.0,0.0,None,2014,1,10,2
1066,5,2014-01-10,11255,1216,1,1,0,0,0,0,3350.0,0.0,0.0,0,0.0,0.0,None,2014,1,10,2
1064,5,2014-01-10,10227,1204,1,1,0,0,0,2,420.0,0.0,0.0,0,0.0,0.0,None,2014,1,10,2
1059,5,2014-01-10,9397,1290,1,1,0,0,2,0,3380.0,4.0,2013.0,0,0.0,0.0,None,2014,1,10,2
999,5,2014-01-10,11020,819,1,1,0,0,3,2,15140.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2014,1,10,2
1053,5,2014-01-10,9315,1062,1,1,0,0,0,0,1710.0,7.0,2015.0,0,0.0,0.0,None,2014,1,10,2
1045,5,2014-01-10,7963,950,1,1,0,0,0,2,26990.0,12.0,2013.0,0,0.0,0.0,None,2014,1,10,2
1043,5,2014-01-10,10810,1479,1,1,0,0,2,0,420.0,3.0,2006.0,0,0.0,0.0,None,2014,1,10,2
1040,5,2014-01-10,8477,926,1,1,0,0,0,0,4030.0,2.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2014,1,10,2
1033,5,2014-01-10,14262,1359,1,1,0,0,0,0,7680.0,3.0,2006.0,0,0.0,0.0,None,2014,1,10,2
1032,5,2014-01-10,12218,1273,1,1,0,0,3,2,270.0,2.0,2013.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct",2014,1,10,2
1027,5,2014-01-10,13493,1718,1,1,0,0,0,2,190.0,6.0,2008.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2014,1,10,2
1026,5,2014-01-10,11447,1437,1,1,0,0,2,0,450.0,6.0,2011.0,1,48.0,2012.0,"Mar,Jun,Sept,Dec",2014,1,10,2
1021,5,2014-01-10,8943,1061,1,1,0,0,0,0,1080.0,5.0,2011.0,0,0.0,0.0,None,2014,1,10,2
1020,5,2014-01-10,9400,1140,1,1,0,1,0,0,40.0,8.0,2015.0,0,0.0,0.0,None,2014,1,10,2
1018,5,2014-01-10,12002,1427,1,1,0,0,2,2,140.0,9.0,2012.0,0,0.0,0.0,None,2014,1,10,2
1014,5,2014-01-10,16309,1842,1,1,0,0,0,2,210.0,0.0,0.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2014,1,10,2
1046,5,2014-01-10,11057,859,1,1,0,0,3,2,29070.0,4.0,2005.0,0,0.0,0.0,None,2014,1,10,2
843,5,2014-01-10,9295,1107,1,1,0,0,2,0,60.0,4.0,2006.0,0,0.0,0.0,None,2014,1,10,2
1114,5,2014-01-10,19032,2876,1,1,0,0,0,2,870.0,0.0,0.0,0,0.0,0.0,None,2014,1,10,2
831,5,2014-01-10,12371,1673,1,1,0,0,0,0,800.0,6.0,2007.0,0,0.0,0.0,None,2014,1,10,2
687,5,2014-01-10,8745,748,1,1,0,0,3,2,2770.0,0.0,0.0,0,0.0,0.0,None,2014,1,10,2
683,5,2014-01-10,10272,949,1,1,0,0,0,0,2850.0,7.0,2014.0,0,0.0,0.0,None,2014,1,10,2
682,5,2014-01-10,13244,2040,1,1,0,0,1,0,150.0,9.0,2006.0,0,0.0,0.0,None,2014,1,10,2
679,5,2014-01-10,10976,1173,1,1,0,0,0,0,4140.0,9.0,2012.0,0,0.0,0.0,None,2014,1,10,2
676,5,2014-01-10,6937,1542,1,1,0,1,1,1,1410.0,9.0,2008.0,0,0.0,0.0,None,2014,1,10,2
672,5,2014-01-10,8212,1373,1,1,0,0,2,0,240.0,9.0,2002.0,0,0.0,0.0,None,2014,1,10,2
668,5,2014-01-10,9952,1268,1,1,0,0,2,0,1270.0,9.0,2010.0,0,0.0,0.0,None,2014,1,10,2
667,5,2014-01-10,10090,877,1,1,0,0,3,2,2870.0,9.0,2012.0,0,0.0,0.0,None,2014,1,10,2
662,5,2014-01-10,10086,943,1,1,0,0,3,0,1070.0,0.0,0.0,0,0.0,0.0,None,2014,1,10,2
842,5,2014-01-10,21511,1388,1,1,0,0,3,2,1200.0,11.0,2007.0,0,0.0,0.0,None,2014,1,10,2
640,5,2014-01-10,12769,995,1,1,0,0,3,2,8040.0,0.0,0.0,0,0.0,0.0,None,2014,1,10,2
691,5,2014-01-10,9789,720,1,1,0,0,3,2,3030.0,0.0,0.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",2014,1,10,2
626,5,2014-01-10,11439,968,1,1,0,0,2,2,10740.0,11.0,2013.0,0,0.0,0.0,None,2014,1,10,2
615,5,2014-01-10,9911,1232,1,1,0,1,3,0,730.0,8.0,2007.0,0,0.0,0.0,None,2014,1,10,2
608,5,2014-01-10,11479,1120,1,1,0,0,0,2,18370.0,2.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2014,1,10,2
599,5,2014-01-10,9608,857,1,1,0,0,3,2,580.0,11.0,2014.0,0,0.0,0.0,None,2014,1,10,2
595,5,2014-01-10,14731,1780,1,1,0,0,2,2,1130.0,6.0,2015.0,0,0.0,0.0,None,2014,1,10,2
593,5,2014-01-10,8669,1129,1,1,0,0,0,2,33060.0,3.0,2010.0,0,0.0,0.0,None,2014,1,10,2
586,5,2014-01-10,14083,2122,1,1,0,0,0,2,250.0,10.0,2008.0,0,0.0,0.0,None,2014,1,10,2
580,5,2014-01-10,8327,1273,1,1,0,0,0,2,170.0,2.0,2009.0,0,0.0,0.0,None,2014,1,10,2
578,5,2014-01-10,8114,742,1,1,0,0,3,0,12700.0,4.0,2013.0,0,0.0,0.0,None,2014,1,10,2
574,5,2014-01-10,9995,749,1,1,0,0,3,0,4400.0,0.0,0.0,0,0.0,0.0,None,2014,1,10,2
562,5,2014-01-10,20222,3385,1,1,0,0,1,2,1210.0,0.0,0.0,0,0.0,0.0,None,2014,1,10,2
560,5,2014-01-10,12909,1610,1,1,0,0,2,2,1910.0,7.0,2013.0,0,0.0,0.0,None,2014,1,10,2
